Saltis 73'ers,4,6,0,992
Bagarmossen Barbarians,2,8,0,848
PERIOD 11: 11/15/16 - 11/21/16 MATCHUPS,@,RESULTS,,
Bagarmossen Barbarians (W),Hjorthagen Highlanders (L),96.0 - 84.0,,
Gröna Dalens Vildhästar (W),Solna Big Moose (L),98.0 - 68.0,,
Danderyd Dragons (L),Saltis 73'ers (W),68.0 - 99.0,,
Vendelso Villains (L),Lindesberg Latecomers (W),86.0 - 87.0,,
Gooberville Sea Lions (W),Nya Englands Patrioter (L),120.0 - 106.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Gröna Dalens Vildhästar,7,3,1,1132
Nya Englands Patrioter,6,4,1,1200
Gooberville Sea Lions,4,6,1,1043
Danderyd Dragons,4,7,0,1017
Solna Big Moose,2,9,0,989
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Hjorthagen Highlanders,8,3,0,1206
Lindesberg Latecomers,8,3,0,1119
Vendelso Villains,6,4,1,1129
Saltis 73'ers,5,6,0,1091
Bagarmossen Barbarians,3,8,0,944
PERIOD 12: 11/22/16 - 11/28/16 MATCHUPS,@,RESULTS,,
Bagarmossen Barbarians (W),Saltis 73'ers (L),120.0 - 99.0,,
Nya Englands Patrioter (W),Gröna Dalens Vildhästar (L),114.0 - 89.0,,
Hjorthagen Highlanders (L),Vendelso Villains (W),106.0 - 126.0,,
Gooberville Sea Lions (L),Lindesberg Latecomers (W),70.0 - 99.0,,
Solna Big Moose (L),Danderyd Dragons (W),72.0 - 106.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Nya Englands Patrioter,7,4,1,1314
Gröna Dalens Vildhästar,7,4,1,1221
Danderyd Dragons,5,7,0,1123
Gooberville Sea Lions,4,7,1,1113
Solna Big Moose,2,10,0,1061
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Lindesberg Latecomers,9,3,0,1218
Hjorthagen Highlanders,8,4,0,1312
Vendelso Villains,7,4,1,1255
Saltis 73'ers,5,7,0,1190
Bagarmossen Barbarians,4,8,0,1064
PERIOD 13: 11/29/16 - 12/5/16 MATCHUPS,@,RESULTS,,
Gröna Dalens Vildhästar (W),Bagarmossen Barbarians (L),81.0 - 66.0,,
Danderyd Dragons (L),Gooberville Sea Lions (W),95.0 - 105.0,,
Saltis 73'ers (L),Vendelso Villains (W),62.0 - 85.0,,
Lindesberg Latecomers (W),Hjorthagen Highlanders (L),109.0 - 108.0,,
Nya Englands Patrioter (W),Solna Big Moose (L),122.0 - 76.0,,
