Saltis 73'ers (L),Vendelso Villains (W),95.0 - 98.0,,
Lindesberg Latecomers (L),Gooberville Sea Lions (W),44.0 - 85.0,,
Nya Englands Patrioter (L),Danderyd Dragons (W),71.0 - 97.0,,
Gröna Dalens Vildhästar (W),Solna Big Moose (L),91.0 - 82.0,,
Hjorthagen Highlanders (W),Bagarmossen Barbarians (L),111.0 - 97.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Gooberville Sea Lions,8,3,0,1151
Gröna Dalens Vildhästar,8,3,0,1129
Nya Englands Patrioter,5,6,0,1078
Danderyd Dragons,5,6,0,1076
Solna Big Moose,5,6,0,893
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Hjorthagen Highlanders,7,4,0,1098
Vendelso Villains,5,6,0,1103
Lindesberg Latecomers,5,6,0,1002
Saltis 73'ers,4,7,0,993
Bagarmossen Barbarians,3,8,0,1060
PERIOD 12: 11/24/15 - 11/30/15 MATCHUPS,@,RESULTS,,
Bagarmossen Barbarians (W),Saltis 73'ers (L),109.0 - 107.0,,
Solna Big Moose (L),Nya Englands Patrioter (W),111.0 - 133.0,,
Hjorthagen Highlanders (W),Danderyd Dragons (L),94.0 - 77.0,,
Gröna Dalens Vildhästar (W),Gooberville Sea Lions (L),94.0 - 87.0,,
Vendelso Villains (L),Lindesberg Latecomers (W),90.0 - 96.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Gröna Dalens Vildhästar,9,3,0,1223
Gooberville Sea Lions,8,4,0,1238
Nya Englands Patrioter,6,6,0,1211
Danderyd Dragons,5,7,0,1153
Solna Big Moose,5,7,0,1004
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Hjorthagen Highlanders,8,4,0,1192
Lindesberg Latecomers,6,6,0,1098
Vendelso Villains,5,7,0,1193
Bagarmossen Barbarians,4,8,0,1169
Saltis 73'ers,4,8,0,1100
PERIOD 13: 12/1/15 - 12/7/15 MATCHUPS,@,RESULTS,,
Lindesberg Latecomers (L),Hjorthagen Highlanders (W),76.0 - 109.0,,
Gooberville Sea Lions (W),Nya Englands Patrioter (L),120.0 - 119.0,,
Saltis 73'ers (L),Gröna Dalens Vildhästar (W),104.0 - 131.0,,
Danderyd Dragons (L),Solna Big Moose (W),90.0 - 112.0,,
Bagarmossen Barbarians (L),Vendelso Villains (W),69.0 - 136.0,,
