Lindesberg Latecomers (L),Saltis 73'ers (W),60.0 - 64.0,,
Nya Englands Patrioter (L),Gooberville Sea Lions (W),77.0 - 131.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Gooberville Sea Lions,9,2,0,1319
Solna Big Moose,7,4,0,1119
Gröna Dalens Vildhästar,6,5,0,948
Danderyd Dragons,5,6,0,1077
Nya Englands Patrioter,5,6,0,988
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Bagarmossen Barbarians,5,6,0,1131
Vendelso Villains,5,6,0,1052
Lindesberg Latecomers,5,6,0,1044
Hjorthagen Highlanders,4,7,0,1013
Saltis 73'ers,4,7,0,1004
PERIOD 12: 11/18/14 - 11/24/14 MATCHUPS,@,RESULTS,,
Bagarmossen Barbarians (W),Vendelso Villains (L),135.0 - 113.0,,
Gooberville Sea Lions (W),Solna Big Moose (L),123.0 - 86.0,,
Hjorthagen Highlanders (L),Lindesberg Latecomers (W),96.0 - 109.0,,
Nya Englands Patrioter (L),Saltis 73'ers (W),112.0 - 122.0,,
Gröna Dalens Vildhästar (L),Danderyd Dragons (W),57.0 - 79.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Gooberville Sea Lions,10,2,0,1442
Solna Big Moose,7,5,0,1205
Danderyd Dragons,6,6,0,1156
Gröna Dalens Vildhästar,6,6,0,1005
Nya Englands Patrioter,5,7,0,1100
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Bagarmossen Barbarians,6,6,0,1266
Lindesberg Latecomers,6,6,0,1153
Vendelso Villains,5,7,0,1165
Saltis 73'ers,5,7,0,1126
Hjorthagen Highlanders,4,8,0,1109
PERIOD 13: 11/25/14 - 12/1/14 MATCHUPS,@,RESULTS,,
Solna Big Moose (W),Bagarmossen Barbarians (L),114.0 - 87.0,,
Danderyd Dragons (W),Nya Englands Patrioter (L),104.0 - 65.0,,
Vendelso Villains (W),Lindesberg Latecomers (L),98.0 - 80.0,,
Saltis 73'ers (W),Hjorthagen Highlanders (L),173.0 - 108.0,,
Gooberville Sea Lions (W),Gröna Dalens Vildhästar (L),162.0 - 80.0,,
