Solna Big Moose (L),Nya Englands Patrioter (W),58.0 - 98.0,,
Gooberville Sea Lions (L),Gröna Dalens Vildhästar (W),103.0 - 126.0,,
Vendelso Villains (W),Danderyd Dragons (L),83.0 - 61.0,,
Hjorthagen Highlanders (W),Lindesberg Latecomers (L),124.0 - 121.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,4,2,0,550
Nya Englands Patrioter,3,3,0,536
Gröna Dalens Vildhästar,2,4,0,578
Danderyd Dragons,2,4,0,546
Gooberville Sea Lions,0,6,0,511
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,6,0,0,616
Saltis 73'ers,4,2,0,615
Bagarmossen Barbarians,4,2,0,564
Hjorthagen Highlanders,3,3,0,692
Lindesberg Latecomers,2,4,0,522
PERIOD 7: 10/16/12 - 10/22/12 MATCHUPS,@,RESULTS,,
Danderyd Dragons (W),Lindesberg Latecomers (L),116.0 - 0.0,,
Solna Big Moose (W),Gooberville Sea Lions (L),102.0 - 67.0,,
Bagarmossen Barbarians (L),Vendelso Villains (W),98.0 - 110.0,,
Nya Englands Patrioter (L),Gröna Dalens Vildhästar (W),90.0 - 131.0,,
Hjorthagen Highlanders (L),Saltis 73'ers (W),76.0 - 79.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,5,2,0,652
Gröna Dalens Vildhästar,3,4,0,709
Danderyd Dragons,3,4,0,662
Nya Englands Patrioter,3,4,0,626
Gooberville Sea Lions,0,7,0,578
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,7,0,0,726
Saltis 73'ers,5,2,0,694
Bagarmossen Barbarians,4,3,0,662
Hjorthagen Highlanders,3,4,0,768
Lindesberg Latecomers,2,5,0,522
PERIOD 8: 10/23/12 - 10/29/12 MATCHUPS,@,RESULTS,,
Vendelso Villains (L),Hjorthagen Highlanders (W),71.0 - 91.0,,
Gröna Dalens Vildhästar (L),Solna Big Moose (W),82.0 - 111.0,,
Gooberville Sea Lions (W),Danderyd Dragons (L),105.0 - 53.0,,
Bagarmossen Barbarians (L),Nya Englands Patrioter (W),90.0 - 146.0,,
Lindesberg Latecomers (L),Saltis 73'ers (W),64.0 - 100.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,6,2,0,763
Nya Englands Patrioter,4,4,0,772
Gröna Dalens Vildhästar,3,5,0,791
Danderyd Dragons,3,5,0,715
Gooberville Sea Lions,1,7,0,683
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,7,1,0,797
Saltis 73'ers,6,2,0,794
Hjorthagen Highlanders,4,4,0,859
Bagarmossen Barbarians,4,4,0,752
Lindesberg Latecomers,2,6,0,586
PERIOD 9: 10/30/12 - 11/5/12 MATCHUPS,@,RESULTS,,
Hjorthagen Highlanders (W),Vendelso Villains (L),114.0 - 82.0,,
Danderyd Dragons (L),Gröna Dalens Vildhästar (W),99.0 - 114.0,,
Lindesberg Latecomers (L),Bagarmossen Barbarians (W),83.0 - 125.0,,
Nya Englands Patrioter (W),Gooberville Sea Lions (L),104.0 - 74.0,,
Solna Big Moose (L),Saltis 73'ers (W),104.0 - 114.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,6,3,0,867
Nya Englands Patrioter,5,4,0,876
Gröna Dalens Vildhästar,4,5,0,905
Danderyd Dragons,3,6,0,814
Gooberville Sea Lions,1,8,0,757
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Saltis 73'ers,7,2,0,908
Vendelso Villains,7,2,0,879
Hjorthagen Highlanders,5,4,0,973
Bagarmossen Barbarians,5,4,0,877
Lindesberg Latecomers,2,7,0,669
PERIOD 10: 11/6/12 - 11/12/12 MATCHUPS,@,RESULTS,,
Saltis 73'ers (L),Hjorthagen Highlanders (W),70.0 - 113.0,,
Solna Big Moose (W),Gröna Dalens Vildhästar (L),101.0 - 83.0,,
Vendelso Villains (L),Bagarmossen Barbarians (W),90.0 - 117.0,,
Nya Englands Patrioter (W),Danderyd Dragons (L),138.0 - 82.0,,
Gooberville Sea Lions (L),Lindesberg Latecomers (W),96.0 - 100.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,7,3,0,968
Nya Englands Patrioter,6,4,0,1014
Gröna Dalens Vildhästar,4,6,0,988
Danderyd Dragons,3,7,0,896
Gooberville Sea Lions,1,9,0,853
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Saltis 73'ers,7,3,0,978
Vendelso Villains,7,3,0,969
Hjorthagen Highlanders,6,4,0,1086
Bagarmossen Barbarians,6,4,0,994
Lindesberg Latecomers,3,7,0,769
PERIOD 11: 11/13/12 - 11/19/12 MATCHUPS,@,RESULTS,,
Hjorthagen Highlanders (L),Nya Englands Patrioter (W),89.0 - 105.0,,
Gröna Dalens Vildhästar (W),Gooberville Sea Lions (L),114.0 - 51.0,,
Vendelso Villains (W),Lindesberg Latecomers (L),109.0 - 90.0,,
Solna Big Moose (W),Danderyd Dragons (L),134.0 - 81.0,,
Bagarmossen Barbarians (W),Saltis 73'ers (L),95.0 - 79.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,8,3,0,1102
Nya Englands Patrioter,7,4,0,1119
Gröna Dalens Vildhästar,5,6,0,1102
Danderyd Dragons,3,8,0,977
Gooberville Sea Lions,1,10,0,904
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Vendelso Villains,8,3,0,1078
Bagarmossen Barbarians,7,4,0,1089
Saltis 73'ers,7,4,0,1057
Hjorthagen Highlanders,6,5,0,1175
Lindesberg Latecomers,3,8,0,859
PERIOD 12: 11/20/12 - 11/26/12 MATCHUPS,@,RESULTS,,
Lindesberg Latecomers (L),Hjorthagen Highlanders (W),65.0 - 109.0,,
Gröna Dalens Vildhästar (W),Nya Englands Patrioter (L),129.0 - 123.0,,
Saltis 73'ers (W),Vendelso Villains (L),87.0 - 67.0,,
Bagarmossen Barbarians (W),Danderyd Dragons (L),115.0 - 107.0,,
Gooberville Sea Lions (L),Solna Big Moose (W),89.0 - 119.0,,
SVENSKA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Solna Big Moose,9,3,0,1221
Nya Englands Patrioter,7,5,0,1242
Gröna Dalens Vildhästar,6,6,0,1231
Danderyd Dragons,3,9,0,1084
Gooberville Sea Lions,1,11,0,993
NATIONELLA FOTBOLLSKONFERENSEN DIVISION,W,L,T,FPTS
Bagarmossen Barbarians,8,4,0,1204
Vendelso Villains,8,4,0,1145
Saltis 73'ers,8,4,0,1144
Hjorthagen Highlanders,7,5,0,1284
Lindesberg Latecomers,3,9,0,924
PERIOD 13: 11/27/12 - 12/3/12 MATCHUPS,@,RESULTS,,
Hjorthagen Highlanders (L),Bagarmossen Barbarians (W),91.0 - 134.0,,
Danderyd Dragons (W),Gooberville Sea Lions (L),84.0 - 68.0,,
Vendelso Villains (W),Gröna Dalens Vildhästar (L),127.0 - 90.0,,
Nya Englands Patrioter (W),Solna Big Moose (L),119.0 - 94.0,,
Saltis 73'ers (L),Lindesberg Latecomers (W),60.0 - 71.0,,
